anr;datum;titel_off_d;rechtsform;d1e1;d1e2;d1e3;d2e1;d2e2;d2e3;d3e1;d3e2;d3e3;dep;br-pos;legislatur;legisjahr;bv-pos;nr-pos;nrja;nrnein;sr-pos;srja;srnein;urheber;p-fdp;p-sps;p-svp;p-mitte;p-evp;p-gps;p-glp;p-ucsp;p-pda;p-sd;p-edu;p-fps;p-lega;p-kvp;p-mcg;p-cvp;p-bdp;p-lps;p-ldu;p-poch;p-rep;p-eco;p-sgv;p-sbv;p-sgb;p-travs;p-sav;p-vsa;p-vpod;p-voev;p-tcs;p-vcs;p-acs;p-sbk;p-ssv;p-gem;p-kdk;p-kkjpd;p-gdk;p-ldk;p-vdk;p-sodk;p-endk;p-fdk;p-edk;p-bpuk;nr-wahl;w-fdp;w-sp;w-svp;w-mitte;w-evp;w-gps;w-glp;w-csp;w-pda;w-sd;w-edu;w-fps;w-lega;w-kvp;w-mcg;w-cvp;w-bdp;w-lps;w-ldu;w-poch;w-rep;w-ubrige;ja-lager;nein-lager;keinepar-summe;leer-summe;freigabe-summe;unbekannt-summe;neutral-summe;volk;stand;annahme;berecht;stimmen;bet;leer;ungultig;gultig;volkja;volknein;volkja-proz;kt-ja;kt-nein;ktjaproz
353;04.12.1988;Volksinitiative «Stadt-Land-Initiative gegen die Bodenspekulation»;3;9;9.1;9.12;.;.;.;.;.;.;3;2;43;1987-1991;2;2;48;100;2;0;37;Fédération Suisse des locataires, Union des Producteurs Suisses, Umweltorganisationen und Linksparteien;2;1;2;9999;2;1;9999;.;1;5;2;2;9999;9999;9999;2;9999;2;1;1;.;2;2;2;5;1;2;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;29.53;61.71;0.00;0.00;2.54;6.25;.;0;0;0;4285419;2263924;52.83;31548;2273;2230103;686398;1543705;30.78;0;23;0.00
354;04.12.1988;Volksinitiative «zur Herabsetzung der Arbeitszeit»;3;4;4.2;4.22;.;.;.;.;.;.;6;2;43;1987-1991;2;2;48;104;2;4;35;Schweizerischer Gewerkschaftsbund;2;1;2;9999;2;1;9999;.;1;5;2;2;9999;9999;9999;2;9999;2;5;1;.;2;2;2;1;1;2;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;25.36;61.71;0.00;0.00;6.71;6.25;.;0;0;0;4285419;2265390;52.86;18677;1913;2244800;769264;1475536;34.27;2;21;8.70
355;04.12.1988;Volksinitiative «für die Begrenzung der Einwanderung»;3;10;10.3;10.31;.;.;.;.;.;.;3;2;43;1987-1991;2;2;3;140;2;0;36;Nationale Aktion;2;2;2;9999;2;2;9999;.;2;1;1;2;9999;9999;9999;2;9999;2;2;2;.;2;2;2;2;2;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;3.46;90.31;0.00;0.00;0.00;6.25;.;0;0;0;4285419;2264316;52.84;23752;2143;2238421;731929;1506492;32.70;0;23;0.00
356;04.06.1989;Volksinitiative «für ein naturnahes Bauern - gegen Tierfabriken (Kleinbauern-Initiative)»;3;5;5.1;.;9;9.3;9.31;.;.;.;6;2;43;1987-1991;2;2;45;103;2;4;35;Schweizerische Vereinigung zum Schutz der kleinen und mittleren Bauern;2;1;2;9999;1;1;9999;.;1;1;.;2;9999;9999;9999;2;9999;2;5;1;.;2;2;2;5;1;2;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;29.82;58.86;0.00;0.00;4.17;7.18;.;0;0;0;4302785;1547257;35.96;29347;2445;1515465;741772;773693;48.95;8;15;34.78
357;26.11.1989;Volksinitiative «für eine Schweiz ohne Armee und für eine umfassende Friedenspolitik»;3;3;3.2;3.26;.;.;.;.;.;.;4;2;43;1987-1991;2;2;12;134;2;0;36;Gruppe für eine Schweiz ohne Armee;2;5;2;9999;2;3;9999;.;1;2;.;2;9999;9999;9999;2;9999;2;2;1;.;2;2;2;5;2;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;2.06;67.50;4.88;0.00;18.42;7.18;.;0;0;0;4320933;2989326;69.18;27617;4791;2956918;1052442;1904476;35.59;2;21;8.70
358;26.11.1989;Volksinitiative «pro Tempo 130/100»;3;8;8.2;.;9;9.3;9.33;.;.;.;3;2;43;1987-1991;2;2;19;121;2;3;32;Ad-hoc-Komitee 'pro Tempo 130/100'  (Automobiljournalist Bernhard Böhi);2;2;2;9999;2;2;9999;.;2;2;2;1;9999;9999;9999;2;9999;1;2;2;.;.;1;.;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;5.32;88.45;0.00;0.00;0.00;6.25;.;0;0;0;4320933;2987966;69.15;20165;4822;2962979;1126458;1836521;38.02;6;17;26.09
359;01.04.1990;Volksinitiative «Stopp dem Beton - für eine Begrenzung des Strassenbaus!»;3;8;8.2;8.21;9;9.3;9.37;.;.;.;7;2;43;1987-1991;2;2;29;102;2;0;41;Ad-hoc-Komitee (Progressive Organisationen Schweiz, Umweltorganisationen);2;1;2;9999;2;1;9999;.;5;1;2;2;9999;9999;9999;2;9999;2;1;1;9999;2;2;.;2;2;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;31.26;61.71;0.00;0.00;0.80;6.25;.;0;0;0;4327120;1779499;41.12;21580;2107;1755812;500615;1255197;28.51;0;23;0.00
360;01.04.1990;Volksinitiative «für eine autobahnfreie Landschaft zwischen Murten und Yverdon»;3;8;8.2;8.21;9;9.3;9.37;.;.;.;7;2;43;1987-1991;2;2;45;95;2;5;38;Verkehrs-Club der Schweiz;2;1;2;9999;1;1;9999;.;1;1;2;2;9999;9999;9999;2;9999;2;1;1;9999;2;2;.;1;1;2;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;33.99;59.78;0.00;0.00;0.00;6.25;.;0;0;0;4327120;1778172;41.09;28920;2248;1747004;571648;1175356;32.72;0;23;0.00
361;01.04.1990;Volksinitiative «für ein autobahnfreies Knonauer Amt»;3;8;8.2;8.21;9;9.3;9.37;.;.;.;7;2;43;1987-1991;2;2;48;91;2;5;38;Verkehrs-Club der Schweiz;2;1;2;9999;1;1;9999;.;1;1;2;2;9999;9999;9999;2;9999;2;1;1;9999;2;2;.;1;1;2;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;33.99;59.78;0.00;0.00;0.00;6.25;.;0;0;0;4327120;1779697;41.13;32026;2611;1745060;547359;1197701;31.37;0;23;0.00
362;01.04.1990;Volksinitiative «für eine freie Aarelandschaft zwischen Biel und Solothurn/Zuchwil»;3;8;8.2;8.21;9;9.3;9.37;.;.;.;7;2;43;1987-1991;2;2;49;95;2;5;38;Verkehrs-Club der Schweiz;2;1;2;9999;1;1;9999;.;1;1;2;2;9999;9999;9999;2;9999;2;1;1;9999;2;2;.;2;1;2;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;33.99;59.78;0.00;0.00;0.00;6.25;.;0;0;0;4327120;1776633;41.06;34604;2333;1739696;592237;1147459;34.04;0;23;0.00
363;01.04.1990;Bundesbeschluss über den Rebbau;2;5;5.3;.;5;5.3;.;.;.;.;6;1;43;1987-1991;1;1;70;38;1;35;0;5 Parlamentarier, unterstützt von Denner AG, COOP, Konsumentenschutzorganisationen und Hoteliers;1;5;1;9999;2;2;9999;.;2;2;1;2;9999;9999;9999;2;9999;1;2;2;9999;1;.;1;2;2;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;37.59;37.76;0.00;0.00;18.42;6.25;.;0;3;0;4327120;1766240;40.82;109745;3679;1652816;771207;881609;46.66;11;12;47.83
364;01.04.1990;Bundesgesetz über die Organisation der Bundesrechtspflege;2;1;1.3;1.33;.;.;.;.;.;.;3;1;43;1987-1991;1;1;95;36;1;34;2;Demokratische Juristinnen und Juristen der Schweiz;1;2;1;9999;5;2;9999;.;2;2;2;1;9999;9999;9999;1;9999;1;2;2;9999;.;.;.;2;2;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;58.86;32.99;0.00;0.00;1.93;6.25;.;0;3;0;4327120;1762581;40.73;120437;3721;1638423;775885;862538;47.36;7;16;30.43
365;23.09.1990;Volksinitiative «für den Ausstieg aus der Atomenergie»;3;7;7.2;.;9;9.3;9.31;.;.;.;7;2;43;1987-1991;2;2;52;89;2;5;39;Sozialdemokratische Partei, unterstützt von 36 Organisationen;2;1;2;9999;1;1;9999;.;1;1;2;2;9999;9999;9999;2;9999;2;1;1;9999;2;2;2;1;1;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;33.99;59.78;0.00;0.00;0.00;6.25;.;0;0;0;4345490;1756278;40.42;21690;2539;1732049;816300;915749;47.13;7;16;30.43
366;23.09.1990;Volksinitiative «Stopp dem Atomkraftwerkbau (Moratorium)»;3;7;7.2;.;9;9.3;9.31;.;.;.;7;2;43;1987-1991;2;2;59;85;2;7;33;Nordwestschweizer Aktionskomitee gegen Atomkraftwerke (NWA), unterstützt von 200 Organisationen;2;1;2;9999;1;1;9999;.;1;1;2;2;9999;9999;9999;2;9999;2;1;1;9999;2;2;2;1;1;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;33.99;59.78;0.00;0.00;0.00;6.25;.;1;1;1;4345490;1757127;40.44;19375;2446;1735306;946087;789219;54.52;19.5;3.5;84.78
367;23.09.1990;Bundesbeschluss über den Energieartikel in der Bundesverfassung;1;7;7.1;.;.;.;.;.;.;.;7;1;43;1987-1991;1;1;96;25;1;30;1;.;1;1;5;9999;1;1;9999;.;1;1;1;2;9999;9999;9999;1;9999;2;1;1;9999;2;2;1;1;1;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;77.43;5.32;0.00;0.00;11.02;6.25;.;1;1;1;4345490;1752962;40.34;41246;2930;1708786;1214940;493846;71.10;23;0;100.00
368;23.09.1990;Bundesgesetz über den Strassenverkehr;2;8;8.2;.;.;.;.;.;.;.;3;1;43;1987-1991;1;1;115;43;1;34;3;Verkehrsclub der Schweiz, Umweltorganisationen und Teile der Grünen, IG Velo ;1;2;1;9999;2;2;9999;.;2;2;1;1;9999;9999;9999;1;9999;1;2;2;9999;1;1;1;5;5;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;59.78;33.99;0.00;0.00;0.00;6.25;.;1;3;1;4345490;1751210;40.30;45612;2907;1702691;898958;803733;52.80;15;8;65.22
369;03.03.1991;Bundesbeschluss über die Herabsetzung des Stimm- und Wahlrechtsalters auf 18 Jahre;1;1;1.4;1.43;10;10.3;10.35;1;1.6;1.62;8;1;43;1987-1991;1;1;145;0;1;41;0;.;1;1;1;9999;1;1;9999;.;1;1;2;1;9999;9999;9999;1;9999;1;1;.;9999;.;.;.;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;91.59;0.92;0.00;0.00;0.00;7.51;.;1;1;1;4350879;1361213;31.29;9794;2347;1349072;981425;367647;72.75;23;0;100.00
370;03.03.1991;Volksinitiative «zur Förderung des öffentlichen Verkehrs»;3;8;8.1;.;9;9.3;9.31;.;.;.;7;2;43;1987-1991;2;2;48;97;2;4;34;Landesring der Unabhängigen;2;1;2;9999;1;1;9999;.;1;1;2;2;9999;9999;9999;2;9999;2;1;.;9999;2;2;.;1;1;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;32.73;59.78;0.00;0.00;0.00;7.51;.;0;0;0;4350879;1359014;31.24;19406;2514;1337094;496600;840494;37.14;1.5;21.5;6.52
371;02.06.1991;Bundesbeschluss über die Neuordnung der Bundesfinanzen;1;6;6.2;.;6;6.1;6.12;.;.;.;5;1;43;1987-1991;1;1;120;31;1;32;2;.;1;1;1;9999;1;2;9999;.;2;2;1;2;9999;9999;9999;1;9999;2;1;.;9999;2;2;1;1;1;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;78.98;13.54;0.00;0.00;0.00;7.51;.;0;0;0;4499041;1496841;33.27;39055;2480;1455306;664318;790988;45.65;2.5;20.5;10.87
372;02.06.1991;Militärstrafgesetz (MStG);2;3;3.2;3.25;.;.;.;.;.;.;3;1;43;1987-1991;1;1;93;43;1;33;4;Gruppe für eine Schweiz ohne Armee, z.T. Sozialdemokratische Partei und Grünes Bündnis, Ligue vaudoise. ;1;2;1;9999;1;2;9999;.;2;2;1;2;9999;9999;9999;1;9999;1;2;.;9999;.;.;.;2;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;59.10;33.41;0.00;0.00;0.00;7.51;.;1;3;1;4499041;1499196;33.32;28614;2466;1468116;817458;650658;55.68;19;4;82.61
373;16.02.1992;Volksinitiative «für eine finanziell tragbare Krankenversicherung (Krankenkasseninitiative)»;3;10;10.2;10.24;.;.;.;.;.;.;2;2;44;1991-1995;2;2;11;116;2;3;37;Konkordat der Schweizerischen Krankenkassen;2;1;2;9999;2;2;9999;.;1;2;2;2;2;9999;9999;2;9999;2;2;.;9999;2;2;2;1;2;2;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;19.27;75.56;0.00;0.00;0.00;5.22;.;0;0;0;4515485;2004983;44.40;31969;4469;1968545;772995;1195550;39.27;1;22;4.35
374;16.02.1992;Volksinitiative «zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch!)»;3;11;11.4;11.42;10;10.1;10.12;5;5.2;.;6;2;44;1991-1995;2;2;35;92;2;4;33;Schweizer Tierschutz;2;1;2;9999;1;1;9999;.;1;1;2;2;5;9999;9999;2;9999;2;1;.;9999;2;2;2;5;2;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;33.45;59.99;0.00;0.00;1.38;5.22;.;0;0;0;4515485;2009400;44.50;22854;4412;1982134;864898;1117236;43.63;3.5;19.5;15.22
375;17.05.1992;Bundesbeschluss über den Beitritt der Schweiz zu den Institutionen von Bretton Woods;2;2;2.3;.;2;2.6;.;2;2.4;.;5;1;44;1991-1995;1;1;110;40;1;39;0;Rechts-isolationistisches Komitee, Links-Komitee (Drittweltbewegung);1;5;1;9999;1;2;9999;.;2;2;2;2;2;9999;9999;1;9999;1;1;.;9999;1;2;1;5;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;58.65;17.69;0.00;0.00;18.49;5.22;.;1;3;1;4519144;1753457;38.80;95836;3383;1654238;923685;730553;55.84;18.5;4.5;80.43
376;17.05.1992;Bundesgesetz über die Mitwirkung der Schweiz an den Institutionen von Bretton Woods;2;2;2.3;.;2;2.6;.;2;2.4;.;5;1;44;1991-1995;1;1;113;44;1;38;0;Rechts-isolationistisches Komitee, Links-Komitee (Drittweltbewegung);1;5;1;9999;1;2;9999;.;2;2;2;2;2;9999;9999;1;9999;1;1;.;9999;1;2;1;5;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;58.65;17.69;0.00;0.00;18.49;5.22;.;1;3;1;4519144;1753278;38.80;101607;3488;1648183;929926;718257;56.42;18.5;4.5;80.43
377;17.05.1992;Bundesgesetz über den Schutz der Gewässer (Gewässerschutzgesetz, GSchG);2;9;9.3;9.34;7;7.3;.;.;.;.;2;1;44;1991-1995;1;1;140;3;1;26;0;Kleinkraftwerksbesitzer;2;1;1;9999;1;1;9999;.;1;1;1;2;2;9999;9999;1;9999;2;1;.;9999;2;2;1;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;64.35;30.48;0.00;0.00;0.00;5.22;.;1;3;1;4519144;1771843;39.21;26233;2664;1742946;1151706;591240;66.08;18.5;4.5;80.43
378;17.05.1992;Volksinitiative «zur Rettung unserer Gewässer»;3;9;9.3;9.34;7;7.3;.;.;.;.;2;2;44;1991-1995;2;2;69;79;2;6;37;"Zeitschrift ""Der Schweizerische Beobachter""";2;1;2;9999;1;1;9999;.;1;1;2;2;2;9999;9999;2;9999;2;1;.;9999;2;2;2;5;2;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;33.45;61.38;0.00;0.00;0.00;5.22;.;0;0;0;4519144;1771722;39.20;31086;2566;1738070;644083;1093987;37.06;0;23;0.00
379;17.05.1992;Gegenentwurf der Bundesversammlung zur Volksinitiative «gegen Missbräuche der Fortpflanzungs- und Gentechnologie beim Menschen»;4;10;10.1;10.15;11;11.4;11.41;.;.;.;3;1;44;1991-1995;1;1;51;31;1;33;4;"Zeitschrift ""Der Schweizerische Beobachter""";1;1;1;9999;1;1;9999;.;1;2;2;2;5;9999;9999;1;9999;2;1;.;9999;1;1;1;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;80.95;12.49;0.00;0.00;1.38;5.22;.;1;1;1;4519144;1770487;39.18;45657;3143;1721687;1271052;450635;73.83;22;1;95.65
380;17.05.1992;Bundesbeschluss über die Einführung eines Zivildienstes für Dienstverweigerer;1;3;3.2;3.25;.;.;.;.;.;.;6;1;44;1991-1995;1;1;121;21;1;33;4;.;1;1;1;9999;1;1;9999;.;1;2;2;2;1;9999;9999;1;9999;2;1;.;9999;.;1;.;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;82.34;12.49;0.00;0.00;0.00;5.22;.;1;1;1;4519144;1772139;39.21;22027;2408;1747704;1442263;305441;82.52;23;0;100.00
381;17.05.1992;Schweizerisches Strafgesetzbuch, Militärstrafgesetz (Strafbare Handlungen gegen die sexuelle Integrität);2;1;1.6;1.65;10;10.3;10.35;10;10.3;10.33;3;1;44;1991-1995;1;1;124;3;1;38;0;Eidgenössich-demokratische Union und Schweizer Demokraten, Auto-Partei;1;1;1;9999;1;1;9999;.;1;2;2;2;1;9999;9999;1;9999;1;1;.;9999;.;1;.;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;85.37;9.46;0.00;0.00;0.00;5.22;.;1;3;1;4519144;1768752;39.14;48500;2925;1717327;1255604;461723;73.11;22;1;95.65
382;27.09.1992;Bundesbeschluss über den Bau der schweizerischen Eisenbahn-Alpentransversale (Alpentransit-Beschluss);2;8;8.3;8.31;9;9.3;9.31;.;.;.;7;1;44;1991-1995;1;1;118;18;1;25;1;Urnerisches Komitee, Umweltorganisationen, Automobilisten ;1;1;1;9999;1;2;9999;.;1;2;1;2;5;9999;9999;1;9999;1;1;.;9999;1;1;1;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;78.91;14.53;0.00;0.00;1.38;5.22;.;1;3;1;4533617;2080785;45.90;24945;2878;2052962;1305914;747048;63.61;21;2;91.30
383;27.09.1992;Bundesgesetz über den Geschäftsverkehr der Bundesversammlung sowie über die Form, die Bekanntmachung und das Inkrafttreten ihrer Erlasse (Geschäftsverkehrsgesetz);2;1;1.3;1.32;.;.;.;.;.;.;5;1;44;1991-1995;1;1;146;7;1;31;0;St. Galler Studenten, unterstützt vom Schweizerischen Gewerbeverband und bürgerlichen Parlamentariern;1;1;2;9999;1;1;9999;.;1;1;1;2;5;9999;9999;1;9999;1;1;.;9999;.;.;.;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;76.48;16.97;0.00;0.00;1.38;5.22;.;1;3;1;4533617;2058710;45.41;162708;4685;1891317;1097185;794132;58.01;17;6;73.91
384;27.09.1992;Bundesgesetz über die Bezüge der Mitglieder der eidgenössischen Räte und über die Beiträge an die Fraktionen (Entschädigungsgesetz);2;1;1.3;1.32;.;.;.;.;.;.;5;1;44;1991-1995;1;1;130;20;1;22;4;St. Galler Studenten, unterstützt vom Schweizerischen Gewerbeverband und bürgerlichen Parlamentariern;1;1;2;9999;1;1;9999;.;1;1;1;2;5;9999;9999;1;9999;1;1;.;9999;.;.;.;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;76.48;16.97;0.00;0.00;1.38;5.22;.;0;3;0;4533617;2065103;45.55;93732;3649;1967722;542768;1424954;27.58;0;23;0.00
385;27.09.1992;Bundesgesetz über die Beiträge an die Infrastrukturkosten der Fraktionen und der Mitglieder der eidgenössischen Räte (Infrastrukturgesetz);2;1;1.3;1.32;.;.;.;.;.;.;5;1;44;1991-1995;1;1;126;23;1;25;3;St. Galler Studenten, unterstützt vom Schweizerischen Gewerbeverband und bürgerlichen Parlamentariern;1;1;2;9999;1;1;9999;.;1;1;1;2;5;9999;9999;1;9999;1;1;.;9999;.;.;.;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;76.48;16.97;0.00;0.00;1.38;5.22;.;0;3;0;4533617;2061749;45.48;127774;3894;1930081;590484;1339597;30.59;1;22;4.35
386;27.09.1992;Bundesgesetz über die Stempelabgaben;2;6;6.1;6.14;4;4.3;4.32;.;.;.;5;1;44;1991-1995;1;1;105;54;1;28;4;Sozialdemokratische Partei und Gewerkschaften;1;2;1;9999;1;2;9999;.;2;5;2;1;1;9999;9999;1;9999;1;1;.;9999;1;1;.;2;2;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;65.10;26.34;0.00;0.00;3.39;5.22;.;1;3;1;4533617;2070537;45.67;65275;3332;2001930;1230579;771351;61.47;23;0;100.00
387;27.09.1992;Bundesgesetz über das bäuerliche Bodenrecht;2;9;9.1;9.12;5;5.1;.;.;.;.;3;1;44;1991-1995;1;1;98;32;1;29;8;Bürgerliche Parlamentarier aus der Romandie, Arbeitgeberseite, Liberale Partei der Schweiz;2;1;1;9999;1;1;9999;.;3;1;2;2;5;9999;9999;1;9999;2;2;.;9999;2;2;1;1;1;2;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1991;20.99;18.49;11.90;.;1.89;6.07;.;0.39;0.78;3.39;1.00;5.07;1.38;.;.;18.00;.;3.04;2.83;0.22;.;4.60;59.75;32.92;0.78;0.00;1.38;5.22;.;1;3;1;4533617;2069711;45.65;90249;4054;1975408;1058317;917091;53.57;15;8;65.22
